makeid,modelid,manufacturerid,vin,batteryinfo,batterytype,bedtype,bodycabtype,bodyclass,enginecylinders,destinationmarket,displacementcc,displacementci,displacementl,doors,drivetype,driverassist,enginecycles,enginemodel,enginekw,entertainmentsystem,fueltypeprimary,gvwr,make,manufacturer,model,modelyear,plantcity,seats,series,steeringlocation,transmissionstyle,trim,vehicletype,windows,axles,brakesystemtype,batterycells,bedlengthin,brakesystemdesc,curbweightlb,airbagloccurtain,airbaglocseatcushion,batterya,batteryv,batterykwh,wheelbasetype,seatrows,valvetraindesign,transmissionspeeds,engineconfiguration,airbaglocfront,fueltypesecondary,fuelinjectiontype,airbaglocknee,enginehp,evdriveunit,plantcountry,plantcompanyname,plantstate,pretensioner,seatbeltsall,adaptivecruisecontrol,adaptiveheadlights,abs,cib,blindspotmon,ncsabodytype,ncsamake,ncsamodel,esc,tractioncontrol,forwardcollisionwarning,lanedeparturewarning,lanekeepsystem,rearvisibilitysystem,parkassist,airbaglocside,trim2,series2,wheelbaseshort,wheelbaselong,note,wheels,trailertype,trailerbodytype,trailerlength,wheelsizefront,wheelsizerear,otherrestraintsysteminfo,coolingtype,enginehp_to,electrificationlevel,chargerlevel,chargerpowerkw,otherengineinfo,batterya_to,batteryv_to,batterykwh_to,turbo,baseprice,batterymodules,batterypacks,topspeedmph,suggestedvin,errorcode,possiblevalues,axleconfiguration,enginemanufacturer,buslength,busfloorconfigtype,bustype,otherbusinfo,custommotorcycletype,motorcyclesuspensiontype,motorcyclechassistype,othermotorcycleinfo,othertrailerinfo,additionalerrortext,cashforclunkers,trackwidth,tpms,activesafetysysnote,dynamicbrakesupport,pedestrianautomaticemergencybraking,autoreversesystem,automaticpedestrianalertingsound,can_aacn,edr,keylessignition,daytimerunninglight,lowerbeamheadlamplightsource,semiautomaticheadlampbeamswitching,adaptivedrivingbeam,saeautomationlevel,saeautomationlevel_to,rearcrosstrafficalert,gcwr,gcwr_to,ncsanote,ncsamappingexception,ncsamapexcapprovedon,ncsamapexcapprovedby,gvwr_to,errortext,rearautomaticemergencybraking,blindspotintervention,lanecenteringassistance,nonlanduse,vehicledescriptor,fueltanktype,fueltankmaterial,combinedbrakingsystem,wheeliemitigation
583,33783,13983,SCBZB25E92C653478,,,Not Applicable,Not Applicable,Coupe,8,,6750,411.90,6.75,2,RWD/Rear-Wheel Drive,,4,L410MT2W,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",BENTLEY,BENTLEY MOTORS LIMITED,Continental,2002,CREWE,,,,Automatic,GT,PASSENGER CAR,,,,,,,,,,,,,,,,4,V-Shaped,1st Row (Driver and Passenger),,,,400,,UNITED KINGDOM (UK),,,Yes,Manual,,,,,,,,,,,,,,,,,R,,,,Steering Location (Position 12): H (RHD) / X (LHD),,Not Applicable,Not Applicable,,,,,,,,,,"Catalyst, OBD II",,,,Yes,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,SCBZB25E*2C,,,,
481,5808,1052,JA32X8HW0AU177555,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,,,2400.0,146.45698582735,2.4,5,4x2,,,,,,Gasoline,,MITSUBISHI,MITSUBISHI MOTORS CORPORATION (MMC),Lancer SportBack,2010,MIZUSHIMA,,Sports,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,,,,,JAPAN,,,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,MIVEC,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JA32X8HW*AU,,,,
468,1821,984,1G4GD5ER4CF612450,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2400.0,146.45698582735,2.4,4,FWD/Front-Wheel Drive,,,"LUK - ALUM, BAS, Ecotec.",,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,LaCrosse,2012,KANSAS CITY,,,,,Premium 1,PASSENGER CAR,4,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,Stoichiometric Gasoline Direct Injection (SGDI),,,,UNITED STATES (USA),Fairfax Assembly,KANSAS,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),w/ Leather,,,,Body type: 4Dr Sedan; Notchback,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G4GD5ER*CF,,,,
480,2338,996,JN1AJ0HP8BM429503,,,Not Applicable,Not Applicable,Wagon,6,,3500.00,213.583104331562,3.50,4,4x2,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",INFINITI,"NISSAN MOTOR COMPANY, LTD",EX35,2011,TOCHIGI,,,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,,,JAPAN,Tochigi Plant,KAMINOKAWA,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"2nd row outboard and 3-pt manual belts, 2nd row center 3-point manual belts",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JN1AJ0HP*BM,,,,
478,1894,999,3N1BC1CP1CK020482,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,4,,1800.0,109.84273937051,1.8,4,4x2,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",NISSAN,"NISSAN MEXICANA, S.A. DE C.V.",Versa,2012,CUERNAVACA,,,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,122,,MEXICO,Civac Plant,MORELOS,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"2nd row outboard and 3-pt manual belts, 2nd row center 3-point manual belts",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3N1BC1CP*CK,,,,
492,2055,1002,3C3CFFJHXET693354,,,Not Applicable,Not Applicable,Convertible/Cabriolet,4,,1400.0,85.43324173262,1.4,2,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",FIAT,CHRYSLER DE MEXICO TOLUCA,500,2014,TOLUCA,,,Left-Hand Drive (LHD),,Abarth,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,MEXICO,Toluca Assembly,STATE OF MEXICO,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,Active Seat Belt: All Seating Positions; Air Bags: Outboard Seating Positions,,,,,,"Sales Code: EAF,EAH,EAM",,,,Yes,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3C3CFFJH*ET,,,,
582,3676,1149,WAUPEAFM4DA756735,,,Not Applicable,Not Applicable,Wagon,2,,1984,121,1.982834744,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,A3,2013,INGOLSTADT,,Premium Plus,,Manual/Standard,,PASSENGER CAR,,,,,,,,All Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,200,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"Side Guard Air Curtain, Advanced Front Airbags - Active Restraints for Driver and Passenger",,,,,,Fuel: Gas (50-States); Emissions Certification Test Group: DADXV02.03PA; Federal/California Emission Standard: PZEV / Bin 4,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUPEAFM*DA,,,,
469,9091,984,1G6KY54951U503477,,,Not Applicable,Not Applicable,Sedan/Saloon,8,,4600.0,280.70922283576,4.6,4,,,,L37,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",CADILLAC,GENERAL MOTORS LLC,Seville,2001,HAMTRAMCK,,,,,STS,PASSENGER CAR,4,,,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,Sequential Fuel Injection (SFI),,,,UNITED STATES (USA),NA-GM Corp,MICHIGAN,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,"Body Type: Sedan, 4-6 Window, Notchback (GM codes: 19, 69)",,Not Applicable,Not Applicable,,,,,Water,,,,,Name Plate: Cadillac,,,,,,,,,,0,,,WRN1,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G6KY549*1U,,,,
480,2374,997,5N1AL0MM4DC622108,,,,,Crossover Utility Vehicle (CUV),,,3500.0,213.58310433156,3.5,4,,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",INFINITI,"NISSAN NORTH AMERICA, INC.",JX35,2013,SMYRNA,,,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st and 2nd and 3rd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Smyrna Plant,TENNESSEE,,Manual,,,Standard,,,,,,,,,,,,,1st Row (Driver and Passenger),,Wagon body style,,,,4,Not Applicable,Not Applicable,,,,"2nd row outboard 3-point manual belts, 2nd row center 3-point manual belts, 3rd row outboard 3-point manual belts",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,5N1AL0MM*DC,,,,
582,3146,1149,WAUSH98E07A676410,,,Not Applicable,Not Applicable,Wagon,6,,3123,190.577152807,3.123000,4,AWD/All-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,A4,2007,INGOLSTADT,,Avant quattro S-Line,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,255.00,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Advanced Front AirBag, Active Seat Belt.",,,,,,50-St/Can. BIN 5 / LEV II emission std.  Emissions Certification Test Group: 7ADXV03.1374.,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUSH98E*7A,,,,
476,1938,1002,3D7TT2HT6AG957704,,,,Crew/Super Crew/Crew Max,Pickup,8,,5700.0,347.83534133997,5.7,,4WD/4-Wheel Drive/4x4,,,,,,Gasoline,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",DODGE,CHRYSLER DE MEXICO TOLUCA,Ram,2010,SALTILLO,,DJ,,,2500,TRUCK,,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,MEXICO,Saltillo Assembly,COAHUILA,Yes,Manual,,,,,,,,,,,,,,,,All Rows,L (Low Line),Heavy Duty,,,Mega Cab,,Not Applicable,Not Applicable,,,,,,,,,,"Sales Code for Engine - EZC,EZD,EZE,EZH",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3D7TT2HT*AG,,,,
492,2055,1002,3C3CFFDR1DT683914,,,Not Applicable,Not Applicable,Convertible/Cabriolet,4,,1400.0,85.43324173262,1.4,2,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",FIAT,CHRYSLER DE MEXICO TOLUCA,500,2013,TOLUCA,,,Left-Hand Drive (LHD),,Pop,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,MEXICO,Toluca Assembly,STATE OF MEXICO,,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Active Belts: All Seating Positions, Airbag: Outboard Seating Positions",,,,,,"Sales Codes: EAB, EAC, EAE, EAJ, EAK",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3C3CFFDR*DT,,,,
468,1821,984,1G4GA5GR3DF139759,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,2400.0,146.45698582735,2.4,4,FWD/Front-Wheel Drive,,,"LUK - BAS, Ecotec, Aluminum",,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BUICK,GENERAL MOTORS LLC,LaCrosse,2013,KANSAS CITY,,,,,Base,PASSENGER CAR,4,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,,1st Row (Driver and Passenger),,Stoichiometric Gasoline Direct Injection (SGDI),,,,UNITED STATES (USA),Fairfax Assembly,KANSAS,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1G4GA5GR*DF,,,,
448,2216,1057,JTEBU5JRXC5047515,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,4000.0,244.09497637892,4.0,5,4WD/4-Wheel Drive/4x4,,4,1GR-FE,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",TOYOTA,TOYOTA MOTOR CORPORATION,4-Runner,2012,TAHARA,,GRN280L/GRN285L/TRN280L/TRN285L,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,V-Shaped,1st Row (Driver and Passenger),,Multipoint Fuel Injection (MPFI),1st Row (Driver and Passenger),270,,JAPAN,Toyota Motor Corporation,AICHI,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,Wagon body style,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,0,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JTEBU5JR*C5,,,,
452,2764,966,WBAAV33461F046420,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,2500.0,152.2,2.5,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,325i,2001,MUNICH,,3-Series,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,184,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,Driver and Passenger Dual stage Advanced Supplemental Restraint System (SRS),,,,,,,,,,,,,,,,0,,,BMW-AG,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBAAV334*1F,,,,
448,2465,1088,4T1BK3DBXBU203386,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3456,213.58310433156,3.5,4,4x2,,,2GR-FE,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",TOYOTA,"TOYOTA MOTOR MANUFACTURING, KENTUCKY, INC.",Avalon,2011,GEORGETOWN,,GSX30L,,,,PASSENGER CAR,,,,,,,,All Rows,,,,,,,Dual Overhead Cam (DOHC),,V-Shaped,1st Row (Driver and Passenger),,,Driver Seat Only,268,,UNITED STATES (USA),"Toyota Motor Manufacturing, Kentucky, Inc.",KENTUCKY,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,Water,,,,,,,,,,,,,,,0,,,Toyota,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,4T1BK3DB*BU,,,,
476,1938,994,1D7RB1GK7BS985036,,,,Extra/Super/Quad/Double/King/Extended,Pickup,6,,3700.0,225.78785315050,3.7,,4x2,,,,,,Gasoline,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",DODGE,FCA US LLC,Ram,2011,WARREN,,Light Duty,,,1500,TRUCK,,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,UNITED STATES (USA),Warren Truck Assembly,MICHIGAN,Yes,Manual,,,,,,,,,,,,,,,,All Rows,"DS1,DS6",,,,,,Not Applicable,Not Applicable,,,,,,,,,,Sales Code for Engine - EKG. Sales Code for CNG Engine - EKH,,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,"The Model Year decoded for this VIN may be incorrect. If you know the Model year, please enter it and decode again to get more accurate information.",,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1D7RB1GK*BS,,,,
452,1708,966,WBAUC9C57DV957896,,,Not Applicable,Not Applicable,Coupe,6,,2979.1682352,181.8,3.0,2,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",BMW,BMW AG,135i,2013,LEIPZIG,,1-Series,,,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,300,,GERMANY,,,Yes,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WBAUC9C5*DV,,,,
476,1939,1002,3D4PG9FV3AT085084,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,3500.0,213.58310433156,3.5,4,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",DODGE,CHRYSLER DE MEXICO TOLUCA,Journey,2010,TOLUCA,,JC,,,R/T,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,Hydraulic,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,MEXICO,Toluca Assembly,STATE OF MEXICO,Yes,Manual,,,,,,,,,,,,,,,,All Rows,T (Touring),Body Style: Hatchback Tall,,,Hatchback Tall,,Not Applicable,Not Applicable,,,,,,,,,,"Sales Code for Engine - EGF,EGG",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3D4PG9FV*AT,,,,
582,3146,1149,WAUAFAFL9DA383492,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,1984,121,1.984000,4,,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,A4,2013,INGOLSTADT,,Premium,,Automatic,,PASSENGER CAR,,,,,,,,All Rows,,,,,,,,,,1st Row (Driver and Passenger),,,,211,,GERMANY,,,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"Side Guard Air Curtain, Advanced Front Airbags - Active Restraints for Driver and Passenger",,,,,,Fuel: Gas (50-States); Emissions Certification Test Group: DADXV02.03UA; DADXJ02.0F UB E85 Federal/California Emission Standard: ULEV II / Bin 5,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUAFAFL*DA,,,,
464,1794,976,1LNHL9DR2AG676851,,,Not Applicable,Not Applicable,Sedan/Saloon,6,,3700.0,225.78785315050,3.7,4,FWD/Front-Wheel Drive,,,Ford,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",LINCOLN,FORD MOTOR COMPANY,MKS,2010,CHICAGO,,FWD,,,,PASSENGER CAR,,,,,,,,,,,,,,,,,V-Shaped,1st Row (Driver and Passenger),,,,275,,UNITED STATES (USA),Chicago,ILLINOIS,,Manual,,,,,,,,,,,,,,,,1st and 2nd Rows,,,,,,,Not Applicable,Not Applicable,,,,,,,,,,Displacement is 3.7L 4V.,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,1LNHL9DR*AG,,,,
474,2127,987,JHMGE8G35CS229019,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,4,,1491.222824,91,1.491222824,5,,,,L15A7,,,Gasoline,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",HONDA,"HONDA MOTOR CO., LTD.",Fit,2012,SUZUKA,,,,Manual/Standard,,PASSENGER CAR,,,,,,,,1st and 2nd Rows,,,,,,,Single Overhead Cam (SOHC),5,In-Line,1st Row (Driver and Passenger),,,,117,,JAPAN,,MIE,,Manual,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"seat belts: front, rear, rear center",,,,,,,,,,,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,JHMGE8G3*CS,,,,
492,2055,1002,3C3CFFAR6CT745147,,,Not Applicable,Not Applicable,Hatchback/Liftback/Notchback,4,,1400.0,85.43324173262,1.4,2,FWD/Front-Wheel Drive,,,,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",FIAT,CHRYSLER DE MEXICO TOLUCA,500,2012,TOLUCA,,FF,Left-Hand Drive (LHD),,Pop,PASSENGER CAR,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,MEXICO,Toluca Assembly,STATE OF MEXICO,Yes,Manual,,,,,,,,,,,,,,,,All Rows,,,,,,,Not Applicable,Not Applicable,,,,"Active Belts: All Seating Positions, Active Seatbelts for all seating positions., Airbag: Outboard Seating Positions",,,,,,"Sales Code: EAB,EAC,EAE,EAJ,EAK",,,,No,,,,,,0,,,,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,3C3CFFAR*CT,,,,
582,3148,1149,WAUFFAFC2EN998255,,,Not Applicable,Not Applicable,Sedan/Saloon,4,,1984,121.071108283,1.984000,4,AWD/All-Wheel Drive,,,Flex Fuel Engine,,,Gasoline,"Class 1: 6,000 lb or less (2,722 kg or less)",AUDI,AUDI AG,A6,2014,NECKARSULM,,,,Automatic,2.0T Premium quattro/Premium Plus quattro,PASSENGER CAR,,,,,,,,1st Row (Driver and Passenger),,,,,,,,,,1st Row (Driver and Passenger),Ethanol (E85),,Driver Seat Only,220,,GERMANY,,,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"Restraint System: Side AirBags Front, Side Guard Air Curtain, Knee AirBag",,,,,,Fuel: GAS (50-St); Federal / California Emission Standard: BIN 5 / ULEV II; Emissions Certification Test Group: EADXV02.03UB,,,,,,,,,,0,,,Audi,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Indirect,,,,,,,,,,,,,,,,,,,,,,"Class 1: 6,000 lb or less (2,722 kg or less)",0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WAUFFAFC*EN,,,,
482,3136,1148,WVGDP9BP7ED195294,,,,,Sport Utility Vehicle (SUV)/Multi-Purpose Vehicle (MPV),6,,2967,181.057448729,2.967000,4,,,,,,,Diesel,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",VOLKSWAGEN,VOLKSWAGEN AG,Touareg,2014,BRATISLAVA,,V6 FSI / TDI R-Line,,,,MULTIPURPOSE PASSENGER VEHICLE (MPV),,,,,,,,1st Row (Driver and Passenger),,,,,,,,,,1st Row (Driver and Passenger),,,,240.00,,SLOVAKIA,,,,,,,,,,,,,,,,,,,,1st Row (Driver and Passenger),,,,,,,Not Applicable,Not Applicable,,,,"Restraint System: Active - Dr/Pass; Front Air Bag - Dr/Pass; Advanced Front Air Bags; Side Impact Air Bags - Front; Side Curtain Air Bags  ",,,,,,Fuel: Diesel (50-St); Federal / California Emission Standard: BIN 5 / ULEV II; Emissions Certification Test Group: EADXT03.02UG,,,,,,,,,,0,,,Volkswagen,,Not Applicable,Not Applicable,,Not Applicable,Not Applicable,Not Applicable,,,,,,Direct,,,,,,,,,,,,,,,,,,,,,,,0 - VIN decoded clean. Check Digit (9th position) is correct,,,,,WVGDP9BP*ED,,,,
